$O;D2
* From-Time To-Time
5.00 9.00
* Factor
1.00
*
* some
* additional
* comments

101	300	497
101	400	190
102	300	1063
102	400	547
103	300	1321
103	400	448
104	300	615
104	400	347
105	300	929
105	400	1061
106	300	1179
106	400	972
107	300	1622
107	400	2113
108	300	1027
108	400	4588
109	300	354
109	400	1120
110	300	1351
110	400	1825
111	300	1176
111	400	869
112	300	1403
112	400	1329
113	300	630
113	400	1498
114	300	615
114	400	1661
115	300	91
115	400	105
116	300	612
116	400	749
117	300	860
117	400	1407
118	300	624
118	400	2060
119	300	1165
119	400	1930
120	300	399
120	400	463
121	300	132
121	400	308
122	300	218
122	400	85
123	300	9
123	400	57
124	300	159
124	400	173
125	300	174
125	400	11
126	300	47
126	400	24
127	300	1669
127	400	635
128	300	1347
128	400	568
129	300	683
129	400	691
130	300	391
130	400	602
131	300	818
131	400	416
132	300	396
132	400	670
133	300	57
133	400	68
134	300	180
134	400	246
135	300	32
135	400	69
136	300	692
136	400	1164
137	300	381
137	400	385
138	300	366
138	400	89
139	300	53
139	400	26
140	300	259
140	400	79
141	300	17
141	400	6
300	101	26825
300	102	12555
300	103	3110
300	104	1795
300	105	6226
300	106	2124
300	107	1952
300	108	3124
300	109	879
300	110	2167
300	111	4466
300	112	3392
300	113	906
300	114	746
300	115	623
300	116	2315
300	117	1156
300	118	884
300	119	10454
300	120	1143
300	121	457
300	122	1019
300	123	16
300	124	426
300	125	94
300	126	190
300	127	3897
300	128	3778
300	129	2839
300	130	4606
300	131	4792
300	132	668
300	133	0
300	134	116
300	135	493
300	136	1185
300	137	1776
300	138	546
300	139	1272
300	140	2764
300	141	338
300	300	0
300	400	0
400	101	21574
400	102	10330
400	103	1132
400	104	1347
400	105	8912
400	106	3444
400	107	6094
400	108	16778
400	109	3277
400	110	4922
400	111	3666
400	112	4584
400	113	3961
400	114	3549
400	115	1227
400	116	6385
400	117	4626
400	118	5926
400	119	19702
400	120	2110
400	121	1288
400	122	866
400	123	43
400	124	164
400	125	125
400	126	63
400	127	1149
400	128	1334
400	129	2153
400	130	5630
400	131	1963
400	132	361
400	133	85
400	134	162
400	135	0
400	136	1164
400	137	731
400	138	139
400	139	181
400	140	413
400	141	124
400	300	0
400	400	0
