$O;D2
* From-Time To-Time
5.00 9.00
* Factor
1
*
* some
* additional
* comments

101	101	729
101	102	395
101	103	190
101	104	144
101	105	257
101	106	162
101	107	150
101	108	261
101	109	45
101	110	81
101	111	47
101	112	202
101	113	20
101	114	73
101	115	0
101	116	173
101	117	32
101	118	32
101	119	330
101	120	76
101	121	14
101	122	83
101	123	0
101	124	0
101	125	39
101	126	0
101	128	153
101	129	113
101	130	114
101	131	27
101	132	0
101	133	0
101	134	0
101	135	0
101	136	16
101	137	11
101	138	22
101	139	0
101	142	34
101	143	55
101	144	11
102	101	816
102	102	1267
102	103	271
102	104	135
102	105	673
102	106	418
102	107	128
102	108	116
102	109	40
102	110	204
102	111	228
102	112	230
102	113	102
102	114	20
102	115	24
102	116	49
102	117	85
102	118	59
102	119	425
102	120	0
102	121	50
102	122	87
102	123	0
102	124	32
102	125	12
102	126	0
102	128	90
102	129	88
102	130	149
102	131	114
102	132	22
102	133	0
102	134	0
102	135	0
102	136	21
102	137	32
102	138	26
102	139	0
102	142	117
102	143	129
102	144	0
103	101	861
103	102	521
103	103	2328
103	104	472
103	105	586
103	106	159
103	107	163
103	108	154
103	109	189
103	110	73
103	111	88
103	112	164
103	113	25
103	114	124
103	115	54
103	116	145
103	117	107
103	118	53
103	119	936
103	120	112
103	121	75
103	122	175
103	123	0
103	124	60
103	125	0
103	126	52
103	128	1149
103	129	318
103	130	203
103	131	293
103	132	0
103	133	0
103	134	0
103	135	0
103	136	15
103	137	0
103	138	0
103	139	0
103	142	520
103	143	268
103	144	15
104	101	1145
104	102	611
104	103	508
104	104	2765
104	105	1832
104	106	146
104	107	131
104	108	240
104	109	0
104	110	61
104	111	115
104	112	122
104	113	46
104	114	76
104	115	14
104	116	45
104	117	120
104	118	0
104	119	854
104	120	131
104	121	97
104	122	514
104	123	0
104	124	191
104	125	243
104	126	0
104	128	312
104	129	151
104	130	258
104	131	92
104	132	47
104	133	0
104	134	0
104	135	0
104	136	112
104	137	70
104	138	0
104	139	0
104	142	61
104	143	116
104	144	210
105	101	1365
105	102	820
105	103	277
105	104	1263
105	105	4854
105	106	317
105	107	281
105	108	709
105	109	204
105	110	410
105	111	82
105	112	26
105	113	84
105	114	24
105	115	71
105	116	143
105	117	45
105	118	42
105	119	1955
105	120	608
105	121	615
105	122	499
105	123	46
105	124	429
105	125	132
105	126	24
105	128	325
105	129	165
105	130	266
105	131	266
105	132	57
105	133	0
105	134	0
105	135	37
105	136	46
105	137	175
105	138	9
105	139	0
105	142	294
105	143	22
105	144	37
106	101	934
106	102	583
106	103	215
106	104	86
106	105	653
106	106	1634
106	107	746
106	108	449
106	109	180
106	110	467
106	111	577
106	112	152
106	113	99
106	114	0
106	115	54
106	116	168
106	117	85
106	118	37
106	119	863
106	120	117
106	121	236
106	122	146
106	123	0
106	124	0
106	125	0
106	126	0
106	128	154
106	129	41
106	130	152
106	131	136
106	132	0
106	133	46
106	134	0
106	135	0
106	136	0
106	137	57
106	138	0
106	139	0
106	142	54
106	143	138
106	144	58
107	101	567
107	102	714
107	103	168
107	104	84
107	105	566
107	106	1148
107	107	3293
107	108	1052
107	109	499
107	110	794
107	111	377
107	112	268
107	113	90
107	114	244
107	115	76
107	116	365
107	117	468
107	118	265
107	119	1060
107	120	302
107	121	154
107	122	95
107	123	0
107	124	23
107	125	0
107	126	0
107	128	126
107	129	31
107	130	348
107	131	211
107	132	0
107	133	0
107	134	44
107	135	0
107	136	0
107	137	40
107	138	0
107	139	0
107	142	43
107	143	26
107	144	75
108	101	896
108	102	469
108	103	126
108	104	268
108	105	1117
108	106	973
108	107	1559
108	108	9284
108	109	890
108	110	894
108	111	676
108	112	326
108	113	172
108	114	171
108	115	0
108	116	557
108	117	401
108	118	932
108	119	3577
108	120	383
108	121	109
108	122	161
108	123	0
108	124	58
108	125	55
108	126	0
108	128	140
108	129	202
108	130	673
108	131	439
108	132	193
108	133	0
108	134	0
108	135	27
108	136	58
108	137	127
108	138	0
108	139	98
108	142	34
108	143	70
108	144	58
109	101	447
109	102	160
109	103	55
109	104	63
109	105	263
109	106	323
109	107	853
109	108	1066
109	109	2638
109	110	743
109	111	273
109	112	212
109	113	95
109	114	258
109	115	20
109	116	450
109	117	635
109	118	445
109	119	836
109	120	39
109	121	38
109	122	43
109	123	0
109	124	60
109	125	0
109	126	0
109	128	52
109	129	218
109	130	126
109	131	20
109	132	83
109	133	0
109	134	0
109	135	0
109	136	0
109	137	0
109	138	0
109	139	87
109	142	0
109	143	34
109	144	0
110	101	788
110	102	837
110	103	196
110	104	71
110	105	532
110	106	1239
110	107	1087
110	108	804
110	109	1097
110	110	3374
110	111	1126
110	112	961
110	113	228
110	114	152
110	115	89
110	116	588
110	117	744
110	118	278
110	119	987
110	120	124
110	121	45
110	122	55
110	123	0
110	124	53
110	125	0
110	126	0
110	128	120
110	129	63
110	130	199
110	131	76
110	132	0
110	133	0
110	134	26
110	135	0
110	136	25
110	137	0
110	138	0
110	139	0
110	142	14
110	143	211
110	144	39
111	101	451
111	102	624
111	103	149
111	104	38
111	105	188
111	106	738
111	107	385
111	108	158
111	109	191
111	110	725
111	111	1576
111	112	567
111	113	165
111	114	144
111	115	0
111	116	324
111	117	180
111	118	262
111	119	296
111	120	32
111	121	0
111	122	16
111	123	0
111	124	0
111	125	0
111	126	0
111	128	26
111	129	32
111	130	60
111	131	54
111	132	40
111	133	0
111	134	0
111	135	0
111	136	0
111	137	0
111	138	0
111	139	0
111	142	21
111	143	119
111	144	0
112	101	576
112	102	494
112	103	160
112	104	135
112	105	344
112	106	452
112	107	337
112	108	676
112	109	377
112	110	1648
112	111	1253
112	112	5682
112	113	417
112	114	387
112	115	225
112	116	1307
112	117	882
112	118	504
112	119	609
112	120	70
112	121	57
112	122	0
112	123	0
112	124	0
112	125	0
112	126	0
112	128	121
112	129	50
112	130	73
112	131	172
112	132	41
112	133	0
112	134	0
112	135	0
112	136	0
112	137	21
112	138	26
112	139	33
112	142	57
112	143	73
112	144	0
113	101	421
113	102	384
113	103	151
113	104	41
113	105	138
113	106	178
113	107	285
113	108	434
113	109	180
113	110	695
113	111	626
113	112	988
113	113	3761
113	114	635
113	115	568
113	116	982
113	117	431
113	118	382
113	119	451
113	120	33
113	121	0
113	122	0
113	123	0
113	124	31
113	125	0
113	126	0
113	128	118
113	129	23
113	130	23
113	131	0
113	132	0
113	133	0
113	134	0
113	135	0
113	136	0
113	137	49
113	138	0
113	139	0
113	142	10
113	143	0
113	144	0
114	101	527
114	102	297
114	103	62
114	104	207
114	105	136
114	106	276
114	107	363
114	108	686
114	109	462
114	110	817
114	111	372
114	112	580
114	113	634
114	114	4509
114	115	164
114	116	1202
114	117	876
114	118	907
114	119	559
114	120	74
114	121	0
114	122	84
114	123	0
114	124	45
114	125	0
114	126	0
114	128	37
114	129	43
114	130	282
114	131	84
114	132	0
114	133	0
114	134	0
114	135	0
114	136	0
114	137	0
114	138	0
114	139	0
114	142	92
114	143	40
114	144	0
115	101	9
115	102	16
115	103	0
115	104	0
115	105	0
115	106	16
115	107	16
115	108	0
115	109	11
115	110	32
115	111	18
115	112	79
115	113	138
115	114	19
115	115	265
115	116	101
115	117	11
115	118	41
115	119	16
115	120	0
115	121	0
115	122	0
115	123	0
115	124	0
115	125	0
115	126	0
115	128	0
115	129	0
115	130	0
115	131	0
115	132	0
115	133	0
115	134	0
115	135	0
115	136	0
115	137	0
115	138	0
115	139	0
115	142	0
115	143	38
115	144	0
116	101	366
116	102	145
116	103	88
116	104	23
116	105	162
116	106	169
116	107	256
116	108	412
116	109	330
116	110	738
116	111	244
116	112	1161
116	113	358
116	114	290
116	115	50
116	116	2915
116	117	550
116	118	236
116	119	296
116	120	29
116	121	53
116	122	0
116	123	0
116	124	0
116	125	0
116	126	0
116	128	33
116	129	52
116	130	119
116	131	75
116	132	0
116	133	0
116	134	0
116	135	0
116	136	56
116	137	19
116	138	0
116	139	0
116	142	0
116	143	0
116	144	0
117	101	707
117	102	494
117	103	0
117	104	229
117	105	292
117	106	192
117	107	896
117	108	675
117	109	765
117	110	1229
117	111	345
117	112	675
117	113	303
117	114	264
117	115	102
117	116	1169
117	117	6364
117	118	749
117	119	1078
117	120	258
117	121	0
117	122	37
117	123	0
117	124	41
117	125	26
117	126	0
117	128	161
117	129	231
117	130	306
117	131	116
117	132	41
117	133	0
117	134	0
117	135	0
117	136	0
117	137	0
117	138	0
117	139	0
117	142	20
117	143	23
117	144	0
118	101	442
118	102	205
118	103	56
118	104	174
118	105	264
118	106	300
118	107	556
118	108	1843
118	109	754
118	110	778
118	111	244
118	112	273
118	113	92
118	114	698
118	115	58
118	116	868
118	117	1052
118	118	5494
118	119	624
118	120	181
118	121	16
118	122	33
118	123	0
118	124	39
118	125	33
118	126	0
118	128	14
118	129	33
118	130	77
118	131	199
118	132	59
118	133	0
118	134	0
118	135	46
118	136	29
118	137	25
118	138	0
118	139	0
118	142	27
118	143	81
118	144	0
119	101	1227
119	102	463
119	103	84
119	104	250
119	105	1315
